country_name,year,crude_birth_rate,crude_death_rate
Guyana,1992-01-01 00:00:00,27.27,8.06
Guyana,1993-01-01 00:00:00,27.4,8.17
Guyana,1994-01-01 00:00:00,27.34,8.31
Guyana,1995-01-01 00:00:00,27.26,8.47
Guyana,1996-01-01 00:00:00,27.06,8.62
Guyana,1997-01-01 00:00:00,26.86,8.77
Guyana,1998-01-01 00:00:00,26.84,8.87
Guyana,1999-01-01 00:00:00,26.16,8.91
Guyana,2000-01-01 00:00:00,25.48,8.91
Guyana,2001-01-01 00:00:00,24.74,8.88
Guyana,2002-01-01 00:00:00,23.9,8.81
Guyana,2003-01-01 00:00:00,23.04,8.71
Guyana,2004-01-01 00:00:00,22.18,8.47
Guyana,2005-01-01 00:00:00,21.3,8.19
Guyana,2006-01-01 00:00:00,20.46,7.9
Guyana,2007-01-01 00:00:00,19.67,7.66
Guyana,2008-01-01 00:00:00,18.91,7.51
Guyana,2009-01-01 00:00:00,18.18,7.41
Guyana,2010-01-01 00:00:00,17.5,7.32
Guyana,2011-01-01 00:00:00,17.03,7.27
Guyana,2012-01-01 00:00:00,16.61,7.27
Guyana,2013-01-01 00:00:00,16.23,7.28
Guyana,2014-01-01 00:00:00,15.9,7.3
Guyana,2015-01-01 00:00:00,15.59,7.32
Guyana,2016-01-01 00:00:00,15.49,7.35
Guyana,2017-01-01 00:00:00,15.44,7.38
Guyana,2018-01-01 00:00:00,15.43,7.42
Guyana,2019-01-01 00:00:00,15.45,7.45
Guyana,2020-01-01 00:00:00,15.47,7.48
Guyana,2021-01-01 00:00:00,15.6,7.53
Guyana,2022-01-01 00:00:00,15.71,7.59
Guyana,2023-01-01 00:00:00,15.79,7.63
Guyana,2024-01-01 00:00:00,15.85,7.68
Guyana,2025-01-01 00:00:00,15.84,7.73
Guyana,2026-01-01 00:00:00,15.86,7.78
Guyana,2027-01-01 00:00:00,15.8,7.84
Guyana,2028-01-01 00:00:00,15.69,7.89
Guyana,2029-01-01 00:00:00,15.52,7.94
Guyana,2030-01-01 00:00:00,15.29,7.99
Guyana,2031-01-01 00:00:00,15.06,8.05
Guyana,2032-01-01 00:00:00,14.79,8.1
Guyana,2033-01-01 00:00:00,14.48,8.16
Guyana,2034-01-01 00:00:00,14.14,8.21
Guyana,2035-01-01 00:00:00,13.78,8.28
Guyana,2036-01-01 00:00:00,13.43,8.34
Guyana,2037-01-01 00:00:00,13.08,8.4
Guyana,2038-01-01 00:00:00,12.75,8.47
Guyana,2039-01-01 00:00:00,12.43,8.53
Guyana,2040-01-01 00:00:00,12.13,8.6
Guyana,2041-01-01 00:00:00,11.87,8.67
Guyana,2042-01-01 00:00:00,11.63,8.74
Guyana,2043-01-01 00:00:00,11.43,8.81
Guyana,2044-01-01 00:00:00,11.26,8.89
Guyana,2045-01-01 00:00:00,11.12,8.96
Guyana,2046-01-01 00:00:00,11.04,9.04
Guyana,2047-01-01 00:00:00,10.98,9.11
Guyana,2048-01-01 00:00:00,10.94,9.18
Guyana,2049-01-01 00:00:00,10.93,9.26
Guyana,2050-01-01 00:00:00,10.93,9.31
Israel,1983-01-01 00:00:00,24.51,7.59
Israel,1984-01-01 00:00:00,24.01,7.36
Israel,1985-01-01 00:00:00,23.81,7.14
Israel,1986-01-01 00:00:00,23.39,7.27
Israel,1987-01-01 00:00:00,22.92,7.06
Israel,1988-01-01 00:00:00,22.86,6.82
Israel,1989-01-01 00:00:00,22.54,6.46
Israel,1990-01-01 00:00:00,22.48,6.32
Israel,1991-01-01 00:00:00,22.15,6.27
Israel,1992-01-01 00:00:00,22.22,6.44
Israel,1993-01-01 00:00:00,21.88,6.13
Israel,1994-01-01 00:00:00,21.55,6.05
Israel,1995-01-01 00:00:00,21.25,6.08
Israel,1996-01-01 00:00:00,21.41,5.81
Israel,1997-01-01 00:00:00,21.4,5.93
Israel,1998-01-01 00:00:00,21.79,5.92
Israel,1999-01-01 00:00:00,21.53,5.83
Israel,2000-01-01 00:00:00,21.7,5.74
Israel,2001-01-01 00:00:00,21.26,5.74
Israel,2002-01-01 00:00:00,21.31,5.75
Israel,2003-01-01 00:00:00,21.71,5.46
Israel,2004-01-01 00:00:00,21.23,5.28
Israel,2005-01-01 00:00:00,20.76,5.38
Israel,2006-01-01 00:00:00,20.98,5.26
Israel,2007-01-01 00:00:00,21.09,5.38
Israel,2008-01-01 00:00:00,21.43,5.22
Israel,2009-01-01 00:00:00,21.6,5.09
Israel,2010-01-01 00:00:00,21.89,5.08
Israel,2011-01-01 00:00:00,21.49,5.12
Israel,2012-01-01 00:00:00,21.68,5.21
Israel,2013-01-01 00:00:00,20.58,5.19
Israel,2014-01-01 00:00:00,19.51,5.17
Israel,2015-01-01 00:00:00,18.48,5.15
Israel,2016-01-01 00:00:00,18.28,5.17
Israel,2017-01-01 00:00:00,18.11,5.19
Israel,2018-01-01 00:00:00,17.94,5.21
Israel,2019-01-01 00:00:00,17.78,5.23
Israel,2020-01-01 00:00:00,17.63,5.25
Israel,2021-01-01 00:00:00,17.51,5.29
Israel,2022-01-01 00:00:00,17.4,5.33
Israel,2023-01-01 00:00:00,17.3,5.37
Israel,2024-01-01 00:00:00,17.22,5.4
Israel,2025-01-01 00:00:00,17.13,5.44
Israel,2026-01-01 00:00:00,17.05,5.49
Israel,2027-01-01 00:00:00,16.98,5.55
Israel,2028-01-01 00:00:00,16.92,5.6
Israel,2029-01-01 00:00:00,16.87,5.66
Israel,2030-01-01 00:00:00,16.82,5.71
Israel,2031-01-01 00:00:00,16.78,5.78
Israel,2032-01-01 00:00:00,16.74,5.85
Israel,2033-01-01 00:00:00,16.69,5.92
Israel,2034-01-01 00:00:00,16.62,5.99
Israel,2035-01-01 00:00:00,16.53,6.06
Israel,2036-01-01 00:00:00,16.43,6.14
Israel,2037-01-01 00:00:00,16.32,6.21
Israel,2038-01-01 00:00:00,16.19,6.29
Israel,2039-01-01 00:00:00,16.04,6.36
Israel,2040-01-01 00:00:00,15.87,6.43
Israel,2041-01-01 00:00:00,15.69,6.51
Israel,2042-01-01 00:00:00,15.51,6.58
Israel,2043-01-01 00:00:00,15.31,6.66
Israel,2044-01-01 00:00:00,15.12,6.73
Israel,2045-01-01 00:00:00,14.93,6.8
Israel,2046-01-01 00:00:00,14.77,6.88
Israel,2047-01-01 00:00:00,14.61,6.95
Israel,2048-01-01 00:00:00,14.45,7.02
Israel,2049-01-01 00:00:00,14.31,7.09
Israel,2050-01-01 00:00:00,14.19,7.15
Jersey,1991-01-01 00:00:00,12.55,10.51
Jersey,1992-01-01 00:00:00,13.47,9.77
Jersey,1993-01-01 00:00:00,12.5,11.19
Jersey,1994-01-01 00:00:00,13.53,9.92
Jersey,1995-01-01 00:00:00,13.19,10.04
Jersey,1996-01-01 00:00:00,12.99,9.87
Jersey,1997-01-01 00:00:00,12.81,9.32
Jersey,1998-01-01 00:00:00,13.04,9.04
Jersey,1999-01-01 00:00:00,12.25,9.21
Jersey,2000-01-01 00:00:00,11.17,8.97
Jersey,2001-01-01 00:00:00,11.09,8.94
Jersey,2002-01-01 00:00:00,10.57,9.56
Jersey,2003-01-01 00:00:00,11.41,8.63
Jersey,2004-01-01 00:00:00,11.01,8.48
Jersey,2005-01-01 00:00:00,10.95,8.5
Jersey,2006-01-01 00:00:00,10.64,8.5
Jersey,2007-01-01 00:00:00,11.39,7.82
Jersey,2008-01-01 00:00:00,10.62,8.11
Jersey,2009-01-01 00:00:00,10.65,7.77
Jersey,2010-01-01 00:00:00,10.73,7.49
Jersey,2011-01-01 00:00:00,10.9,7.52
Jersey,2012-01-01 00:00:00,11.12,7.56
Jersey,2013-01-01 00:00:00,11.38,7.59
Jersey,2014-01-01 00:00:00,11.65,7.63
Jersey,2015-01-01 00:00:00,11.91,7.68
Jersey,2016-01-01 00:00:00,12.14,7.73
Jersey,2017-01-01 00:00:00,12.37,7.77
Jersey,2018-01-01 00:00:00,12.53,7.82
Jersey,2019-01-01 00:00:00,12.64,7.88
Jersey,2020-01-01 00:00:00,12.68,7.94
Jersey,2021-01-01 00:00:00,12.68,8.03
Jersey,2022-01-01 00:00:00,12.62,8.09
Jersey,2023-01-01 00:00:00,12.49,8.18
Jersey,2024-01-01 00:00:00,12.31,8.26
Jersey,2025-01-01 00:00:00,12.09,8.35
Jersey,2026-01-01 00:00:00,11.85,8.46
Jersey,2027-01-01 00:00:00,11.61,8.58
Jersey,2028-01-01 00:00:00,11.37,8.69
Jersey,2029-01-01 00:00:00,11.12,8.8
Jersey,2030-01-01 00:00:00,10.85,8.93
Jersey,2031-01-01 00:00:00,10.57,9.06
Jersey,2032-01-01 00:00:00,10.34,9.19
Jersey,2033-01-01 00:00:00,10.14,9.32
Jersey,2034-01-01 00:00:00,9.97,9.46
Jersey,2035-01-01 00:00:00,9.83,9.6
Jersey,2036-01-01 00:00:00,9.73,9.75
Jersey,2037-01-01 00:00:00,9.66,9.9
Jersey,2038-01-01 00:00:00,9.62,10.03
Jersey,2039-01-01 00:00:00,9.6,10.19
Jersey,2040-01-01 00:00:00,9.63,10.32
Jersey,2041-01-01 00:00:00,9.68,10.46
Jersey,2042-01-01 00:00:00,9.75,10.59
Jersey,2043-01-01 00:00:00,9.84,10.71
Jersey,2044-01-01 00:00:00,9.94,10.83
Jersey,2045-01-01 00:00:00,10.04,10.95
Jersey,2046-01-01 00:00:00,10.14,11.05
Jersey,2047-01-01 00:00:00,10.23,11.15
Jersey,2048-01-01 00:00:00,10.31,11.24
Jersey,2049-01-01 00:00:00,10.38,11.3
Jersey,2050-01-01 00:00:00,10.44,11.36
Jordan,1994-01-01 00:00:00,33.45,4.5
Jordan,1995-01-01 00:00:00,33.08,4.47
Jordan,1996-01-01 00:00:00,32.63,4.44
Jordan,1997-01-01 00:00:00,32.13,4.4
Jordan,1998-01-01 00:00:00,31.97,4.38
Jordan,1999-01-01 00:00:00,31.77,4.37
Jordan,2000-01-01 00:00:00,31.51,4.36
Jordan,2001-01-01 00:00:00,31.22,4.35
Jordan,2002-01-01 00:00:00,30.89,4.34
Jordan,2003-01-01 00:00:00,30.53,4.34
Jordan,2004-01-01 00:00:00,30.18,4.34
Jordan,2005-01-01 00:00:00,29.9,4.23
Jordan,2006-01-01 00:00:00,29.19,4.11
Jordan,2007-01-01 00:00:00,28.56,3.95
Jordan,2008-01-01 00:00:00,28.23,3.89
Jordan,2009-01-01 00:00:00,27.9,3.82
Jordan,2010-01-01 00:00:00,27.56,3.76
Jordan,2011-01-01 00:00:00,27.19,3.73
Jordan,2012-01-01 00:00:00,26.84,3.71
Jordan,2013-01-01 00:00:00,24.45,3.62
Jordan,2014-01-01 00:00:00,23.72,3.47
Jordan,2015-01-01 00:00:00,23.65,3.42
Jordan,2016-01-01 00:00:00,23.74,3.4
Jordan,2017-01-01 00:00:00,23.88,3.41
Jordan,2018-01-01 00:00:00,23.58,3.42
Jordan,2019-01-01 00:00:00,23.28,3.42
Jordan,2020-01-01 00:00:00,23.0,3.44
Jordan,2021-01-01 00:00:00,22.81,3.47
Jordan,2022-01-01 00:00:00,22.6,3.5
Jordan,2023-01-01 00:00:00,22.39,3.54
Jordan,2024-01-01 00:00:00,22.19,3.58
Jordan,2025-01-01 00:00:00,21.93,3.61
Jordan,2026-01-01 00:00:00,21.7,3.65
Jordan,2027-01-01 00:00:00,21.41,3.69
Jordan,2028-01-01 00:00:00,21.14,3.73
Jordan,2029-01-01 00:00:00,20.86,3.78
Jordan,2030-01-01 00:00:00,20.59,3.82
Jordan,2031-01-01 00:00:00,20.39,3.88
Jordan,2032-01-01 00:00:00,20.15,3.94
Jordan,2033-01-01 00:00:00,19.92,4.0
Jordan,2034-01-01 00:00:00,19.6,4.07
Jordan,2035-01-01 00:00:00,19.29,4.14
Jordan,2036-01-01 00:00:00,19.0,4.22
Jordan,2037-01-01 00:00:00,18.75,4.3
Jordan,2038-01-01 00:00:00,18.5,4.38
Jordan,2039-01-01 00:00:00,18.17,4.47
Jordan,2040-01-01 00:00:00,17.84,4.56
Jordan,2041-01-01 00:00:00,17.55,4.66
Jordan,2042-01-01 00:00:00,17.31,4.77
Jordan,2043-01-01 00:00:00,17.07,4.87
Jordan,2044-01-01 00:00:00,16.84,4.98
Jordan,2045-01-01 00:00:00,16.62,5.09
Jordan,2046-01-01 00:00:00,16.42,5.21
Jordan,2047-01-01 00:00:00,16.24,5.32
Jordan,2048-01-01 00:00:00,16.06,5.44
Jordan,2049-01-01 00:00:00,15.93,5.56
Jordan,2050-01-01 00:00:00,15.81,5.68
Kosovo,1981-01-01 00:00:00,31.0,8.19
Kosovo,1982-01-01 00:00:00,33.41,7.82
Kosovo,1983-01-01 00:00:00,30.76,7.62
Kosovo,1984-01-01 00:00:00,33.54,7.47
Kosovo,1985-01-01 00:00:00,32.05,7.37
Kosovo,1986-01-01 00:00:00,31.75,7.2
Kosovo,1987-01-01 00:00:00,32.06,7.1
Kosovo,1988-01-01 00:00:00,31.43,7.0
Kosovo,1989-01-01 00:00:00,29.38,6.85
Kosovo,1990-01-01 00:00:00,29.64,6.73
Kosovo,1991-01-01 00:00:00,27.54,6.62
Kosovo,1992-01-01 00:00:00,22.99,6.4
Kosovo,1993-01-01 00:00:00,22.46,6.23
Kosovo,1994-01-01 00:00:00,21.76,6.16
Kosovo,1995-01-01 00:00:00,22.07,6.13
Kosovo,1996-01-01 00:00:00,22.36,6.12
Kosovo,1997-01-01 00:00:00,20.57,6.08
Kosovo,1998-01-01 00:00:00,21.23,6.13
Kosovo,1999-01-01 00:00:00,22.71,7.23
Kosovo,2000-01-01 00:00:00,22.76,7.03
Kosovo,2001-01-01 00:00:00,21.74,7.05
Kosovo,2002-01-01 00:00:00,20.8,7.08
Kosovo,2003-01-01 00:00:00,18.31,6.98
Kosovo,2004-01-01 00:00:00,19.95,6.95
Kosovo,2005-01-01 00:00:00,20.89,7.02
Kosovo,2006-01-01 00:00:00,19.09,7.01
Kosovo,2007-01-01 00:00:00,19.25,6.99
Kosovo,2008-01-01 00:00:00,19.01,7.02
Kosovo,2009-01-01 00:00:00,18.76,7.03
Kosovo,2010-01-01 00:00:00,18.53,7.05
Kosovo,2011-01-01 00:00:00,18.28,7.03
Kosovo,2012-01-01 00:00:00,17.95,7.02
Kosovo,2013-01-01 00:00:00,17.67,7.01
Kosovo,2014-01-01 00:00:00,17.39,7.0
Kosovo,2015-01-01 00:00:00,17.09,7.0
Kosovo,2016-01-01 00:00:00,16.78,6.99
Kosovo,2017-01-01 00:00:00,16.42,6.99
Kosovo,2018-01-01 00:00:00,16.03,6.98
Kosovo,2019-01-01 00:00:00,15.72,6.99
Kosovo,2020-01-01 00:00:00,15.42,6.99
Kosovo,2021-01-01 00:00:00,15.12,7.0
Kosovo,2022-01-01 00:00:00,14.82,7.01
Kosovo,2023-01-01 00:00:00,14.52,7.03
Kosovo,2024-01-01 00:00:00,14.3,7.05
Kosovo,2025-01-01 00:00:00,14.11,7.08
Kosovo,2026-01-01 00:00:00,13.9,7.11
Kosovo,2027-01-01 00:00:00,13.72,7.15
Kosovo,2028-01-01 00:00:00,13.6,7.19
Kosovo,2029-01-01 00:00:00,13.45,7.24
Kosovo,2030-01-01 00:00:00,13.3,7.3
Kosovo,2031-01-01 00:00:00,13.13,7.37
Kosovo,2032-01-01 00:00:00,12.97,7.44
Kosovo,2033-01-01 00:00:00,12.89,7.52
Kosovo,2034-01-01 00:00:00,12.76,7.6
Kosovo,2035-01-01 00:00:00,12.58,7.69
Kosovo,2036-01-01 00:00:00,12.41,7.78
Kosovo,2037-01-01 00:00:00,12.26,7.88
Kosovo,2038-01-01 00:00:00,12.18,7.98
Kosovo,2039-01-01 00:00:00,12.07,8.09
Kosovo,2040-01-01 00:00:00,11.92,8.2
Kosovo,2041-01-01 00:00:00,11.77,8.31
Kosovo,2042-01-01 00:00:00,11.64,8.43
Kosovo,2043-01-01 00:00:00,11.52,8.55
Kosovo,2044-01-01 00:00:00,11.4,8.67
Kosovo,2045-01-01 00:00:00,11.25,8.79
Kosovo,2046-01-01 00:00:00,11.11,8.92
Kosovo,2047-01-01 00:00:00,10.98,9.05
Kosovo,2048-01-01 00:00:00,10.86,9.17
Kosovo,2049-01-01 00:00:00,10.74,9.3
Kosovo,2050-01-01 00:00:00,10.62,9.43
Kuwait,1985-01-01 00:00:00,31.79,2.66
Kuwait,1986-01-01 00:00:00,29.76,2.43
Kuwait,1987-01-01 00:00:00,27.54,2.27
Kuwait,1988-01-01 00:00:00,26.99,2.33
Kuwait,1989-01-01 00:00:00,25.81,2.26
Kuwait,1990-01-01 00:00:00,18.88,2.18
Kuwait,1991-01-01 00:00:00,29.98,2.74
Kuwait,1992-01-01 00:00:00,24.82,2.4
Kuwait,1993-01-01 00:00:00,25.12,2.31
Kuwait,1994-01-01 00:00:00,24.67,2.2
Kuwait,1995-01-01 00:00:00,24.74,2.27
Kuwait,1996-01-01 00:00:00,25.63,2.19
Kuwait,1997-01-01 00:00:00,23.6,2.23
Kuwait,1998-01-01 00:00:00,22.27,2.27
Kuwait,1999-01-01 00:00:00,21.47,2.18
Kuwait,2000-01-01 00:00:00,21.22,2.14
Kuwait,2001-01-01 00:00:00,20.63,2.15
Kuwait,2002-01-01 00:00:00,20.88,2.08
Kuwait,2003-01-01 00:00:00,21.07,2.07
Kuwait,2004-01-01 00:00:00,21.51,2.18
Kuwait,2005-01-01 00:00:00,22.57,2.12
Kuwait,2006-01-01 00:00:00,22.77,2.26
Kuwait,2007-01-01 00:00:00,22.56,2.23
Kuwait,2008-01-01 00:00:00,22.43,2.28
Kuwait,2009-01-01 00:00:00,22.06,2.18
Kuwait,2010-01-01 00:00:00,21.69,2.1
Kuwait,2011-01-01 00:00:00,21.32,2.11
Kuwait,2012-01-01 00:00:00,20.96,2.13
Kuwait,2013-01-01 00:00:00,20.61,2.14
Kuwait,2014-01-01 00:00:00,20.26,2.16
Kuwait,2015-01-01 00:00:00,19.91,2.18
Kuwait,2016-01-01 00:00:00,19.55,2.2
Kuwait,2017-01-01 00:00:00,19.18,2.23
Kuwait,2018-01-01 00:00:00,18.8,2.25
Kuwait,2019-01-01 00:00:00,18.4,2.28
Kuwait,2020-01-01 00:00:00,18.01,2.31
Kuwait,2021-01-01 00:00:00,17.88,2.35
Kuwait,2022-01-01 00:00:00,17.76,2.38
Kuwait,2023-01-01 00:00:00,17.63,2.42
Kuwait,2024-01-01 00:00:00,17.48,2.46
Kuwait,2025-01-01 00:00:00,17.34,2.5
Kuwait,2026-01-01 00:00:00,17.23,2.55
Kuwait,2027-01-01 00:00:00,17.13,2.59
Kuwait,2028-01-01 00:00:00,17.02,2.64
Kuwait,2029-01-01 00:00:00,16.9,2.69
Kuwait,2030-01-01 00:00:00,16.79,2.74
Kuwait,2031-01-01 00:00:00,16.7,2.79
Kuwait,2032-01-01 00:00:00,16.61,2.85
Kuwait,2033-01-01 00:00:00,16.51,2.9
Kuwait,2034-01-01 00:00:00,16.39,2.96
Kuwait,2035-01-01 00:00:00,16.26,3.01
Kuwait,2036-01-01 00:00:00,16.15,3.07
Kuwait,2037-01-01 00:00:00,16.03,3.13
Kuwait,2038-01-01 00:00:00,15.89,3.2
Kuwait,2039-01-01 00:00:00,15.74,3.26
Kuwait,2040-01-01 00:00:00,15.58,3.32
Kuwait,2041-01-01 00:00:00,15.42,3.39
Kuwait,2042-01-01 00:00:00,15.26,3.46
Kuwait,2043-01-01 00:00:00,15.09,3.53
Kuwait,2044-01-01 00:00:00,14.92,3.6
Kuwait,2045-01-01 00:00:00,14.75,3.67
Kuwait,2046-01-01 00:00:00,14.6,3.74
Kuwait,2047-01-01 00:00:00,14.45,3.81
Kuwait,2048-01-01 00:00:00,14.31,3.88
Kuwait,2049-01-01 00:00:00,14.17,3.96
Kuwait,2050-01-01 00:00:00,14.05,4.03
Latvia,1989-01-01 00:00:00,14.65,12.28
Latvia,1990-01-01 00:00:00,14.29,13.13
Latvia,1991-01-01 00:00:00,13.08,13.12
Latvia,1992-01-01 00:00:00,12.11,13.58
Latvia,1993-01-01 00:00:00,10.45,15.31
Latvia,1994-01-01 00:00:00,9.64,16.59
Latvia,1995-01-01 00:00:00,8.72,15.71
Latvia,1996-01-01 00:00:00,8.07,13.99
Latvia,1997-01-01 00:00:00,7.75,13.81
Latvia,1998-01-01 00:00:00,7.65,14.22
Latvia,1999-01-01 00:00:00,8.13,13.77
Latvia,2000-01-01 00:00:00,8.55,13.6
Latvia,2001-01-01 00:00:00,8.37,14.04
Latvia,2002-01-01 00:00:00,8.6,13.95
Latvia,2003-01-01 00:00:00,9.16,14.05
Latvia,2004-01-01 00:00:00,9.0,14.03
Latvia,2005-01-01 00:00:00,9.68,14.51
Latvia,2006-01-01 00:00:00,10.22,14.79
Latvia,2007-01-01 00:00:00,10.79,14.88
Latvia,2008-01-01 00:00:00,11.1,14.11
Latvia,2009-01-01 00:00:00,10.2,13.83
Latvia,2010-01-01 00:00:00,9.35,14.2
Latvia,2011-01-01 00:00:00,9.07,13.74
Latvia,2012-01-01 00:00:00,9.7,14.15
Latvia,2013-01-01 00:00:00,10.15,14.14
Latvia,2014-01-01 00:00:00,10.08,14.23
Latvia,2015-01-01 00:00:00,10.0,14.31
Latvia,2016-01-01 00:00:00,9.88,14.39
Latvia,2017-01-01 00:00:00,9.74,14.47
Latvia,2018-01-01 00:00:00,9.58,14.54
Latvia,2019-01-01 00:00:00,9.39,14.58
Latvia,2020-01-01 00:00:00,9.17,14.6
Latvia,2021-01-01 00:00:00,8.94,14.66
Latvia,2022-01-01 00:00:00,8.7,14.73
Latvia,2023-01-01 00:00:00,8.46,14.82
Latvia,2024-01-01 00:00:00,8.24,14.91
Latvia,2025-01-01 00:00:00,8.05,15.01
Latvia,2026-01-01 00:00:00,7.88,15.1
Latvia,2027-01-01 00:00:00,7.74,15.21
Latvia,2028-01-01 00:00:00,7.62,15.3
Latvia,2029-01-01 00:00:00,7.54,15.38
Latvia,2030-01-01 00:00:00,7.48,15.45
Latvia,2031-01-01 00:00:00,7.46,15.54
Latvia,2032-01-01 00:00:00,7.47,15.65
Latvia,2033-01-01 00:00:00,7.52,15.78
Latvia,2034-01-01 00:00:00,7.59,15.92
Latvia,2035-01-01 00:00:00,7.67,16.07
Latvia,2036-01-01 00:00:00,7.75,16.25
Latvia,2037-01-01 00:00:00,7.82,16.42
Latvia,2038-01-01 00:00:00,7.9,16.6
Latvia,2039-01-01 00:00:00,7.98,16.78
Latvia,2040-01-01 00:00:00,8.04,16.95
Latvia,2041-01-01 00:00:00,8.1,17.15
Latvia,2042-01-01 00:00:00,8.14,17.34
Latvia,2043-01-01 00:00:00,8.17,17.53
Latvia,2044-01-01 00:00:00,8.18,17.72
Latvia,2045-01-01 00:00:00,8.18,17.9
Latvia,2046-01-01 00:00:00,8.15,18.09
Latvia,2047-01-01 00:00:00,8.12,18.28
Latvia,2048-01-01 00:00:00,8.08,18.45
Latvia,2049-01-01 00:00:00,8.03,18.61
Latvia,2050-01-01 00:00:00,7.97,18.74
Malawi,1977-01-01 00:00:00,53.7,23.01
Malawi,1978-01-01 00:00:00,53.66,22.8
Malawi,1979-01-01 00:00:00,53.62,22.51
Malawi,1980-01-01 00:00:00,53.56,22.21
Malawi,1981-01-01 00:00:00,53.51,21.91
Malawi,1982-01-01 00:00:00,53.44,21.61
Malawi,1983-01-01 00:00:00,52.53,21.14
Malawi,1984-01-01 00:00:00,51.65,20.63
Malawi,1985-01-01 00:00:00,50.79,20.13
Malawi,1986-01-01 00:00:00,49.95,19.66
Malawi,1987-01-01 00:00:00,49.25,19.22
Malawi,1988-01-01 00:00:00,48.65,18.96
Malawi,1989-01-01 00:00:00,48.61,18.81
Malawi,1990-01-01 00:00:00,48.53,18.73
Malawi,1991-01-01 00:00:00,48.42,18.75
Malawi,1992-01-01 00:00:00,48.28,18.81
Malawi,1993-01-01 00:00:00,48.13,18.84
Malawi,1994-01-01 00:00:00,47.93,18.93
Malawi,1995-01-01 00:00:00,47.73,19.1
Malawi,1996-01-01 00:00:00,47.58,18.4
Malawi,1997-01-01 00:00:00,47.44,17.79
Malawi,1998-01-01 00:00:00,47.3,17.25
Malawi,1999-01-01 00:00:00,47.15,16.77
Malawi,2000-01-01 00:00:00,46.52,16.56
Malawi,2001-01-01 00:00:00,46.02,16.34
Malawi,2002-01-01 00:00:00,45.5,15.88
Malawi,2003-01-01 00:00:00,44.94,15.42
Malawi,2004-01-01 00:00:00,44.35,14.99
Malawi,2005-01-01 00:00:00,44.21,14.58
Malawi,2006-01-01 00:00:00,44.08,13.52
Malawi,2007-01-01 00:00:00,43.99,12.58
Malawi,2008-01-01 00:00:00,43.91,11.73
Malawi,2009-01-01 00:00:00,43.45,10.96
Malawi,2010-01-01 00:00:00,43.05,10.25
Malawi,2011-01-01 00:00:00,42.69,9.84
Malawi,2012-01-01 00:00:00,42.37,9.45
Malawi,2013-01-01 00:00:00,42.07,9.08
Malawi,2014-01-01 00:00:00,41.8,8.74
Malawi,2015-01-01 00:00:00,41.56,8.41
Malawi,2016-01-01 00:00:00,41.3,8.14
Malawi,2017-01-01 00:00:00,41.03,7.89
Malawi,2018-01-01 00:00:00,40.74,7.65
Malawi,2019-01-01 00:00:00,40.43,7.42
Malawi,2020-01-01 00:00:00,40.12,7.21
Malawi,2021-01-01 00:00:00,39.79,6.95
Malawi,2022-01-01 00:00:00,39.45,6.7
Malawi,2023-01-01 00:00:00,39.1,6.47
Malawi,2024-01-01 00:00:00,38.75,6.26
Malawi,2025-01-01 00:00:00,38.38,6.05
Malawi,2026-01-01 00:00:00,38.01,5.83
Malawi,2027-01-01 00:00:00,37.64,5.63
Malawi,2028-01-01 00:00:00,37.26,5.43
Malawi,2029-01-01 00:00:00,36.89,5.25
Malawi,2030-01-01 00:00:00,36.5,5.08
Malawi,2031-01-01 00:00:00,36.12,4.92
Malawi,2032-01-01 00:00:00,35.73,4.76
Malawi,2033-01-01 00:00:00,35.34,4.62
Malawi,2034-01-01 00:00:00,34.95,4.49
Malawi,2035-01-01 00:00:00,34.55,4.36
Malawi,2036-01-01 00:00:00,34.16,4.25
Malawi,2037-01-01 00:00:00,33.76,4.15
Malawi,2038-01-01 00:00:00,33.36,4.05
Malawi,2039-01-01 00:00:00,32.96,3.96
Malawi,2040-01-01 00:00:00,32.56,3.88
Malawi,2041-01-01 00:00:00,32.15,3.81
Malawi,2042-01-01 00:00:00,31.74,3.75
Malawi,2043-01-01 00:00:00,31.33,3.69
Malawi,2044-01-01 00:00:00,30.92,3.63
Malawi,2045-01-01 00:00:00,30.5,3.58
Malawi,2046-01-01 00:00:00,30.09,3.54
Malawi,2047-01-01 00:00:00,29.67,3.51
Malawi,2048-01-01 00:00:00,29.25,3.48
Malawi,2049-01-01 00:00:00,28.83,3.45
Malawi,2050-01-01 00:00:00,28.41,3.43
Mexico,1980-01-01 00:00:00,33.9,7.35
Mexico,1981-01-01 00:00:00,33.13,7.03
Mexico,1982-01-01 00:00:00,32.35,6.75
Mexico,1983-01-01 00:00:00,31.93,6.51
Mexico,1984-01-01 00:00:00,31.48,6.3
Mexico,1985-01-01 00:00:00,31.0,6.11
Mexico,1986-01-01 00:00:00,30.48,5.96
Mexico,1987-01-01 00:00:00,30.04,5.82
Mexico,1988-01-01 00:00:00,29.56,5.7
