country_name,year,crude_birth_rate,crude_death_rate
Syria,2026-01-01 00:00:00,17.84,4.1
Syria,2027-01-01 00:00:00,17.62,4.15
Syria,2028-01-01 00:00:00,17.38,4.2
Syria,2029-01-01 00:00:00,17.18,4.26
Syria,2030-01-01 00:00:00,16.96,4.32
Syria,2031-01-01 00:00:00,16.78,4.38
Syria,2032-01-01 00:00:00,16.59,4.46
Syria,2033-01-01 00:00:00,16.38,4.53
Syria,2034-01-01 00:00:00,16.2,4.61
Syria,2035-01-01 00:00:00,16.02,4.69
Syria,2036-01-01 00:00:00,15.86,4.79
Syria,2037-01-01 00:00:00,15.71,4.88
Syria,2038-01-01 00:00:00,15.54,4.98
Syria,2039-01-01 00:00:00,15.37,5.08
Syria,2040-01-01 00:00:00,15.21,5.18
Syria,2041-01-01 00:00:00,15.01,5.29
Syria,2042-01-01 00:00:00,14.83,5.41
Syria,2043-01-01 00:00:00,14.65,5.52
Syria,2044-01-01 00:00:00,14.45,5.64
Syria,2045-01-01 00:00:00,14.25,5.76
Syria,2046-01-01 00:00:00,14.07,5.89
Syria,2047-01-01 00:00:00,13.9,6.02
Syria,2048-01-01 00:00:00,13.75,6.16
Syria,2049-01-01 00:00:00,13.58,6.29
Syria,2050-01-01 00:00:00,13.42,6.43
Tonga,1986-01-01 00:00:00,36.8,5.72
Tonga,1987-01-01 00:00:00,35.3,5.67
Tonga,1988-01-01 00:00:00,34.34,5.59
Tonga,1989-01-01 00:00:00,33.55,5.52
Tonga,1990-01-01 00:00:00,33.18,5.48
Tonga,1991-01-01 00:00:00,33.09,5.43
Tonga,1992-01-01 00:00:00,33.01,5.41
Tonga,1993-01-01 00:00:00,32.88,5.36
Tonga,1994-01-01 00:00:00,32.7,5.33
Tonga,1995-01-01 00:00:00,32.44,5.31
Tonga,1996-01-01 00:00:00,32.14,5.29
Tonga,1997-01-01 00:00:00,31.84,5.25
Tonga,1998-01-01 00:00:00,31.52,5.21
Tonga,1999-01-01 00:00:00,31.19,5.16
Tonga,2000-01-01 00:00:00,30.85,5.11
Tonga,2001-01-01 00:00:00,30.51,5.07
Tonga,2002-01-01 00:00:00,30.16,5.05
Tonga,2003-01-01 00:00:00,29.77,5.03
Tonga,2004-01-01 00:00:00,29.37,4.99
Tonga,2005-01-01 00:00:00,29.02,4.99
Tonga,2006-01-01 00:00:00,28.7,4.97
Tonga,2007-01-01 00:00:00,28.0,4.95
Tonga,2008-01-01 00:00:00,27.27,4.94
Tonga,2009-01-01 00:00:00,26.54,4.93
Tonga,2010-01-01 00:00:00,25.85,4.92
Tonga,2011-01-01 00:00:00,25.27,4.9
Tonga,2012-01-01 00:00:00,24.7,4.88
Tonga,2013-01-01 00:00:00,24.12,4.87
Tonga,2014-01-01 00:00:00,23.55,4.86
Tonga,2015-01-01 00:00:00,23.0,4.85
Tonga,2016-01-01 00:00:00,22.59,4.85
Tonga,2017-01-01 00:00:00,22.17,4.86
Tonga,2018-01-01 00:00:00,21.76,4.89
Tonga,2019-01-01 00:00:00,21.35,4.89
Tonga,2020-01-01 00:00:00,20.95,4.92
Tonga,2021-01-01 00:00:00,20.69,4.95
Tonga,2022-01-01 00:00:00,20.42,4.99
Tonga,2023-01-01 00:00:00,20.14,5.02
Tonga,2024-01-01 00:00:00,19.86,5.07
Tonga,2025-01-01 00:00:00,19.58,5.1
Tonga,2026-01-01 00:00:00,19.36,5.16
Tonga,2027-01-01 00:00:00,19.11,5.22
Tonga,2028-01-01 00:00:00,18.83,5.28
Tonga,2029-01-01 00:00:00,18.52,5.36
Tonga,2030-01-01 00:00:00,18.18,5.43
Tonga,2031-01-01 00:00:00,17.93,5.52
Tonga,2032-01-01 00:00:00,17.64,5.63
Tonga,2033-01-01 00:00:00,17.33,5.73
Tonga,2034-01-01 00:00:00,16.99,5.83
Tonga,2035-01-01 00:00:00,16.61,5.96
Tonga,2036-01-01 00:00:00,16.26,6.1
Tonga,2037-01-01 00:00:00,15.9,6.25
Tonga,2038-01-01 00:00:00,15.52,6.41
Tonga,2039-01-01 00:00:00,15.13,6.57
Tonga,2040-01-01 00:00:00,14.72,6.76
Tonga,2041-01-01 00:00:00,14.33,6.96
Tonga,2042-01-01 00:00:00,13.95,7.17
Tonga,2043-01-01 00:00:00,13.56,7.4
Tonga,2044-01-01 00:00:00,13.18,7.65
Tonga,2045-01-01 00:00:00,12.81,7.89
Tonga,2046-01-01 00:00:00,12.47,8.17
Tonga,2047-01-01 00:00:00,12.13,8.46
Tonga,2048-01-01 00:00:00,11.79,8.79
Tonga,2049-01-01 00:00:00,11.47,9.1
Tonga,2050-01-01 00:00:00,11.15,9.46
Yemen,1994-01-01 00:00:00,43.93,11.81
Yemen,1995-01-01 00:00:00,43.43,11.46
Yemen,1996-01-01 00:00:00,43.03,11.12
Yemen,1997-01-01 00:00:00,42.71,10.8
Yemen,1998-01-01 00:00:00,42.46,10.5
Yemen,1999-01-01 00:00:00,41.97,10.21
Yemen,2000-01-01 00:00:00,41.51,9.92
Yemen,2001-01-01 00:00:00,41.06,9.6
Yemen,2002-01-01 00:00:00,40.62,9.3
Yemen,2003-01-01 00:00:00,40.18,9.02
Yemen,2004-01-01 00:00:00,39.73,8.75
Yemen,2005-01-01 00:00:00,39.27,8.49
Yemen,2006-01-01 00:00:00,38.47,8.23
Yemen,2007-01-01 00:00:00,37.63,7.97
Yemen,2008-01-01 00:00:00,36.76,7.72
Yemen,2009-01-01 00:00:00,35.84,7.48
Yemen,2010-01-01 00:00:00,34.89,7.25
Yemen,2011-01-01 00:00:00,33.98,7.03
Yemen,2012-01-01 00:00:00,33.03,6.82
Yemen,2013-01-01 00:00:00,32.04,6.63
Yemen,2014-01-01 00:00:00,31.02,6.45
Yemen,2015-01-01 00:00:00,29.98,6.28
Yemen,2016-01-01 00:00:00,29.2,6.12
Yemen,2017-01-01 00:00:00,28.38,5.99
Yemen,2018-01-01 00:00:00,27.55,5.86
Yemen,2019-01-01 00:00:00,26.69,5.74
Yemen,2020-01-01 00:00:00,25.8,5.64
Yemen,2021-01-01 00:00:00,25.26,5.55
Yemen,2022-01-01 00:00:00,24.7,5.47
Yemen,2023-01-01 00:00:00,24.11,5.4
Yemen,2024-01-01 00:00:00,23.51,5.34
Yemen,2025-01-01 00:00:00,22.89,5.28
Yemen,2026-01-01 00:00:00,22.54,5.24
Yemen,2027-01-01 00:00:00,22.17,5.2
Yemen,2028-01-01 00:00:00,21.77,5.17
Yemen,2029-01-01 00:00:00,21.36,5.15
Yemen,2030-01-01 00:00:00,20.93,5.13
Yemen,2031-01-01 00:00:00,20.69,5.12
Yemen,2032-01-01 00:00:00,20.44,5.11
Yemen,2033-01-01 00:00:00,20.16,5.11
Yemen,2034-01-01 00:00:00,19.85,5.11
Yemen,2035-01-01 00:00:00,19.52,5.12
Yemen,2036-01-01 00:00:00,19.3,5.13
Yemen,2037-01-01 00:00:00,19.06,5.14
Yemen,2038-01-01 00:00:00,18.79,5.16
Yemen,2039-01-01 00:00:00,18.51,5.18
Yemen,2040-01-01 00:00:00,18.2,5.21
Yemen,2041-01-01 00:00:00,17.95,5.24
Yemen,2042-01-01 00:00:00,17.69,5.27
Yemen,2043-01-01 00:00:00,17.41,5.31
Yemen,2044-01-01 00:00:00,17.14,5.35
Yemen,2045-01-01 00:00:00,16.85,5.4
Yemen,2046-01-01 00:00:00,16.6,5.45
Yemen,2047-01-01 00:00:00,16.36,5.51
Yemen,2048-01-01 00:00:00,16.13,5.58
Yemen,2049-01-01 00:00:00,15.89,5.64
Yemen,2050-01-01 00:00:00,15.66,5.72
Belize,1980-01-01 00:00:00,42.65,8.58
Belize,1981-01-01 00:00:00,42.56,8.25
Belize,1982-01-01 00:00:00,42.39,7.93
Belize,1983-01-01 00:00:00,42.12,7.64
Belize,1984-01-01 00:00:00,41.78,7.37
Belize,1985-01-01 00:00:00,41.37,7.1
Belize,1986-01-01 00:00:00,40.88,6.8
Belize,1987-01-01 00:00:00,40.28,6.52
Belize,1988-01-01 00:00:00,39.61,6.29
Belize,1989-01-01 00:00:00,38.89,6.04
Belize,1990-01-01 00:00:00,38.09,5.83
Belize,1991-01-01 00:00:00,37.28,5.64
Belize,1992-01-01 00:00:00,36.62,5.45
Belize,1993-01-01 00:00:00,36.03,5.27
Belize,1994-01-01 00:00:00,35.44,5.11
Belize,1995-01-01 00:00:00,34.83,4.96
Belize,1996-01-01 00:00:00,34.28,4.83
Belize,1997-01-01 00:00:00,33.74,4.7
Belize,1998-01-01 00:00:00,33.35,4.61
Belize,1999-01-01 00:00:00,33.13,4.54
Belize,2000-01-01 00:00:00,32.79,4.48
Belize,2001-01-01 00:00:00,32.34,4.48
Belize,2002-01-01 00:00:00,31.78,4.49
Belize,2003-01-01 00:00:00,31.2,4.49
Belize,2004-01-01 00:00:00,30.62,4.5
Belize,2005-01-01 00:00:00,30.06,4.51
Belize,2006-01-01 00:00:00,29.58,4.53
Belize,2007-01-01 00:00:00,29.04,4.54
Belize,2008-01-01 00:00:00,28.52,4.56
Belize,2009-01-01 00:00:00,27.97,4.57
Belize,2010-01-01 00:00:00,27.31,4.59
Belize,2011-01-01 00:00:00,26.76,4.58
Belize,2012-01-01 00:00:00,26.16,4.58
Belize,2013-01-01 00:00:00,25.56,4.57
Belize,2014-01-01 00:00:00,25.05,4.55
Belize,2015-01-01 00:00:00,24.41,4.53
Belize,2016-01-01 00:00:00,23.92,4.43
Belize,2017-01-01 00:00:00,23.4,4.32
Belize,2018-01-01 00:00:00,22.87,4.22
Belize,2019-01-01 00:00:00,22.46,4.13
Belize,2020-01-01 00:00:00,21.99,4.05
Belize,2021-01-01 00:00:00,21.65,3.99
Belize,2022-01-01 00:00:00,21.3,3.94
Belize,2023-01-01 00:00:00,20.92,3.9
Belize,2024-01-01 00:00:00,20.59,3.87
Belize,2025-01-01 00:00:00,20.29,3.85
Belize,2026-01-01 00:00:00,20.06,3.85
Belize,2027-01-01 00:00:00,19.83,3.85
Belize,2028-01-01 00:00:00,19.6,3.87
Belize,2029-01-01 00:00:00,19.31,3.89
Belize,2030-01-01 00:00:00,19.08,3.91
Belize,2031-01-01 00:00:00,18.92,3.95
Belize,2032-01-01 00:00:00,18.77,3.99
Belize,2033-01-01 00:00:00,18.61,4.04
Belize,2034-01-01 00:00:00,18.36,4.09
Belize,2035-01-01 00:00:00,18.14,4.15
Belize,2036-01-01 00:00:00,17.92,4.21
Belize,2037-01-01 00:00:00,17.71,4.28
Belize,2038-01-01 00:00:00,17.49,4.35
Belize,2039-01-01 00:00:00,17.22,4.41
Belize,2040-01-01 00:00:00,16.98,4.48
Belize,2041-01-01 00:00:00,16.76,4.56
Belize,2042-01-01 00:00:00,16.55,4.64
Belize,2043-01-01 00:00:00,16.34,4.72
Belize,2044-01-01 00:00:00,16.11,4.8
Belize,2045-01-01 00:00:00,15.89,4.88
Belize,2046-01-01 00:00:00,15.69,4.96
Belize,2047-01-01 00:00:00,15.49,5.05
Belize,2048-01-01 00:00:00,15.29,5.13
Belize,2049-01-01 00:00:00,15.1,5.22
Belize,2050-01-01 00:00:00,14.92,5.31
Brunei,1981-01-01 00:00:00,30.48,5.11
Brunei,1982-01-01 00:00:00,29.93,4.9
Brunei,1983-01-01 00:00:00,29.19,4.77
Brunei,1984-01-01 00:00:00,29.97,4.66
Brunei,1985-01-01 00:00:00,30.67,4.58
Brunei,1986-01-01 00:00:00,30.79,4.49
Brunei,1987-01-01 00:00:00,30.58,4.4
Brunei,1988-01-01 00:00:00,28.81,4.28
Brunei,1989-01-01 00:00:00,28.17,4.18
Brunei,1990-01-01 00:00:00,27.72,4.1
Brunei,1991-01-01 00:00:00,21.58,3.97
Brunei,1992-01-01 00:00:00,27.43,3.89
Brunei,1993-01-01 00:00:00,26.78,3.86
Brunei,1994-01-01 00:00:00,26.45,3.78
Brunei,1995-01-01 00:00:00,26.14,3.7
Brunei,1996-01-01 00:00:00,25.82,3.63
Brunei,1997-01-01 00:00:00,24.61,3.56
Brunei,1998-01-01 00:00:00,23.87,3.5
Brunei,1999-01-01 00:00:00,23.3,3.44
Brunei,2000-01-01 00:00:00,23.0,3.4
Brunei,2001-01-01 00:00:00,22.13,3.35
Brunei,2002-01-01 00:00:00,21.95,3.32
Brunei,2003-01-01 00:00:00,20.9,3.29
Brunei,2004-01-01 00:00:00,19.87,3.26
Brunei,2005-01-01 00:00:00,18.86,3.25
Brunei,2006-01-01 00:00:00,18.73,3.25
Brunei,2007-01-01 00:00:00,18.56,3.26
Brunei,2008-01-01 00:00:00,18.39,3.28
Brunei,2009-01-01 00:00:00,18.2,3.29
Brunei,2010-01-01 00:00:00,18.0,3.32
Brunei,2011-01-01 00:00:00,17.87,3.35
Brunei,2012-01-01 00:00:00,17.74,3.39
Brunei,2013-01-01 00:00:00,17.63,3.43
Brunei,2014-01-01 00:00:00,17.49,3.47
Brunei,2015-01-01 00:00:00,17.32,3.52
Brunei,2016-01-01 00:00:00,17.15,3.57
Brunei,2017-01-01 00:00:00,16.99,3.63
Brunei,2018-01-01 00:00:00,16.85,3.69
Brunei,2019-01-01 00:00:00,16.69,3.76
Brunei,2020-01-01 00:00:00,16.5,3.82
Brunei,2021-01-01 00:00:00,16.36,3.9
Brunei,2022-01-01 00:00:00,16.21,3.98
Brunei,2023-01-01 00:00:00,16.03,4.06
Brunei,2024-01-01 00:00:00,15.84,4.15
Brunei,2025-01-01 00:00:00,15.62,4.24
Brunei,2026-01-01 00:00:00,15.46,4.34
Brunei,2027-01-01 00:00:00,15.29,4.44
Brunei,2028-01-01 00:00:00,15.09,4.54
Brunei,2029-01-01 00:00:00,14.88,4.65
Brunei,2030-01-01 00:00:00,14.66,4.76
Brunei,2031-01-01 00:00:00,14.46,4.88
Brunei,2032-01-01 00:00:00,14.27,5.0
Brunei,2033-01-01 00:00:00,14.09,5.12
Brunei,2034-01-01 00:00:00,13.92,5.24
Brunei,2035-01-01 00:00:00,13.76,5.37
Brunei,2036-01-01 00:00:00,13.62,5.5
Brunei,2037-01-01 00:00:00,13.49,5.63
Brunei,2038-01-01 00:00:00,13.37,5.76
Brunei,2039-01-01 00:00:00,13.26,5.88
Brunei,2040-01-01 00:00:00,13.18,6.01
Brunei,2041-01-01 00:00:00,13.11,6.14
Brunei,2042-01-01 00:00:00,13.05,6.26
Brunei,2043-01-01 00:00:00,12.99,6.38
Brunei,2044-01-01 00:00:00,12.94,6.5
Brunei,2045-01-01 00:00:00,12.89,6.61
Brunei,2046-01-01 00:00:00,12.85,6.73
Brunei,2047-01-01 00:00:00,12.8,6.85
Brunei,2048-01-01 00:00:00,12.76,6.96
Brunei,2049-01-01 00:00:00,12.71,7.07
Brunei,2050-01-01 00:00:00,12.66,7.18
Canada,1991-01-01 00:00:00,14.65,7.78
Canada,1992-01-01 00:00:00,13.97,6.89
Canada,1993-01-01 00:00:00,13.41,7.08
Canada,1994-01-01 00:00:00,13.13,7.21
Canada,1995-01-01 00:00:00,12.73,7.1
Canada,1996-01-01 00:00:00,12.51,7.09
Canada,1997-01-01 00:00:00,10.82,7.12
Canada,1998-01-01 00:00:00,11.21,7.14
Canada,1999-01-01 00:00:00,10.97,7.12
Canada,2000-01-01 00:00:00,10.54,7.01
Canada,2001-01-01 00:00:00,10.64,7.0
Canada,2002-01-01 00:00:00,10.39,7.07
Canada,2003-01-01 00:00:00,10.51,7.09
Canada,2004-01-01 00:00:00,10.49,7.05
Canada,2005-01-01 00:00:00,10.4,7.2
Canada,2006-01-01 00:00:00,10.34,7.34
Canada,2007-01-01 00:00:00,10.31,7.47
Canada,2008-01-01 00:00:00,10.29,7.61
Canada,2009-01-01 00:00:00,10.28,7.74
Canada,2010-01-01 00:00:00,10.28,7.87
Canada,2011-01-01 00:00:00,10.28,7.98
Canada,2012-01-01 00:00:00,10.28,8.09
Canada,2013-01-01 00:00:00,10.28,8.2
Canada,2014-01-01 00:00:00,10.29,8.31
Canada,2015-01-01 00:00:00,10.28,8.42
Canada,2016-01-01 00:00:00,10.27,8.54
Canada,2017-01-01 00:00:00,10.25,8.65
Canada,2018-01-01 00:00:00,10.22,8.77
Canada,2019-01-01 00:00:00,10.18,8.88
Canada,2020-01-01 00:00:00,10.12,9.0
Canada,2021-01-01 00:00:00,10.06,9.12
Canada,2022-01-01 00:00:00,10.0,9.25
Canada,2023-01-01 00:00:00,9.92,9.38
Canada,2024-01-01 00:00:00,9.85,9.51
Canada,2025-01-01 00:00:00,9.75,9.64
Canada,2026-01-01 00:00:00,9.66,9.78
Canada,2027-01-01 00:00:00,9.57,9.93
Canada,2028-01-01 00:00:00,9.5,10.07
Canada,2029-01-01 00:00:00,9.44,10.22
Canada,2030-01-01 00:00:00,9.38,10.37
Canada,2031-01-01 00:00:00,9.32,10.54
Canada,2032-01-01 00:00:00,9.29,10.7
Canada,2033-01-01 00:00:00,9.28,10.86
Canada,2034-01-01 00:00:00,9.27,11.02
Canada,2035-01-01 00:00:00,9.27,11.18
Canada,2036-01-01 00:00:00,9.28,11.35
Canada,2037-01-01 00:00:00,9.3,11.51
Canada,2038-01-01 00:00:00,9.33,11.66
Canada,2039-01-01 00:00:00,9.37,11.81
Canada,2040-01-01 00:00:00,9.4,11.95
Canada,2041-01-01 00:00:00,9.44,12.09
Canada,2042-01-01 00:00:00,9.48,12.22
Canada,2043-01-01 00:00:00,9.52,12.33
Canada,2044-01-01 00:00:00,9.56,12.44
Canada,2045-01-01 00:00:00,9.59,12.53
Canada,2046-01-01 00:00:00,9.62,12.61
Canada,2047-01-01 00:00:00,9.65,12.69
Canada,2048-01-01 00:00:00,9.67,12.75
Canada,2049-01-01 00:00:00,9.69,12.79
Canada,2050-01-01 00:00:00,9.71,12.82
Cyprus,1982-01-01 00:00:00,20.74,8.79
Cyprus,1983-01-01 00:00:00,20.6,8.66
Cyprus,1984-01-01 00:00:00,20.56,8.54
Cyprus,1985-01-01 00:00:00,19.61,8.42
Cyprus,1986-01-01 00:00:00,19.62,8.31
Cyprus,1987-01-01 00:00:00,18.84,8.21
Cyprus,1988-01-01 00:00:00,19.43,8.11
Cyprus,1989-01-01 00:00:00,18.98,8.01
Cyprus,1990-01-01 00:00:00,19.24,8.17
Cyprus,1991-01-01 00:00:00,18.47,8.24
Cyprus,1992-01-01 00:00:00,19.62,8.2
Cyprus,1993-01-01 00:00:00,17.83,7.45
Cyprus,1994-01-01 00:00:00,17.4,7.45
Cyprus,1995-01-01 00:00:00,16.4,7.31
Cyprus,1996-01-01 00:00:00,15.9,7.2
Cyprus,1997-01-01 00:00:00,14.14,7.33
Cyprus,1998-01-01 00:00:00,13.27,7.51
Cyprus,1999-01-01 00:00:00,12.52,7.02
Cyprus,2000-01-01 00:00:00,12.23,7.25
Cyprus,2001-01-01 00:00:00,11.64,6.6
Cyprus,2002-01-01 00:00:00,11.1,6.88
Cyprus,2003-01-01 00:00:00,11.16,6.81
Cyprus,2004-01-01 00:00:00,11.19,6.7
Cyprus,2005-01-01 00:00:00,10.75,6.77
Cyprus,2006-01-01 00:00:00,11.07,6.37
Cyprus,2007-01-01 00:00:00,11.17,6.38
Cyprus,2008-01-01 00:00:00,11.25,6.39
Cyprus,2009-01-01 00:00:00,11.32,6.4
Cyprus,2010-01-01 00:00:00,11.38,6.42
Cyprus,2011-01-01 00:00:00,11.41,6.45
Cyprus,2012-01-01 00:00:00,11.44,6.48
Cyprus,2013-01-01 00:00:00,11.45,6.52
Cyprus,2014-01-01 00:00:00,11.44,6.57
Cyprus,2015-01-01 00:00:00,11.41,6.62
Cyprus,2016-01-01 00:00:00,11.35,6.68
Cyprus,2017-01-01 00:00:00,11.28,6.75
Cyprus,2018-01-01 00:00:00,11.19,6.82
Cyprus,2019-01-01 00:00:00,11.06,6.9
Cyprus,2020-01-01 00:00:00,10.92,6.98
Cyprus,2021-01-01 00:00:00,10.77,7.08
Cyprus,2022-01-01 00:00:00,10.58,7.18
Cyprus,2023-01-01 00:00:00,10.38,7.29
Cyprus,2024-01-01 00:00:00,10.17,7.4
Cyprus,2025-01-01 00:00:00,9.96,7.51
Cyprus,2026-01-01 00:00:00,9.74,7.64
Cyprus,2027-01-01 00:00:00,9.53,7.77
Cyprus,2028-01-01 00:00:00,9.32,7.91
Cyprus,2029-01-01 00:00:00,9.14,8.05
Cyprus,2030-01-01 00:00:00,8.97,8.2
Cyprus,2031-01-01 00:00:00,8.82,8.36
Cyprus,2032-01-01 00:00:00,8.7,8.52
Cyprus,2033-01-01 00:00:00,8.6,8.68
Cyprus,2034-01-01 00:00:00,8.53,8.84
Cyprus,2035-01-01 00:00:00,8.47,9.01
Cyprus,2036-01-01 00:00:00,8.43,9.19
Cyprus,2037-01-01 00:00:00,8.4,9.37
Cyprus,2038-01-01 00:00:00,8.39,9.55
Cyprus,2039-01-01 00:00:00,8.39,9.73
Cyprus,2040-01-01 00:00:00,8.39,9.92
Cyprus,2041-01-01 00:00:00,8.4,10.11
Cyprus,2042-01-01 00:00:00,8.4,10.31
Cyprus,2043-01-01 00:00:00,8.4,10.5
Cyprus,2044-01-01 00:00:00,8.4,10.69
Cyprus,2045-01-01 00:00:00,8.39,10.88
Cyprus,2046-01-01 00:00:00,8.37,11.09
Cyprus,2047-01-01 00:00:00,8.34,11.29
Cyprus,2048-01-01 00:00:00,8.31,11.5
Cyprus,2049-01-01 00:00:00,8.26,11.7
Cyprus,2050-01-01 00:00:00,8.21,11.91
France,1990-01-01 00:00:00,13.71,9.18
France,1991-01-01 00:00:00,13.57,9.1
France,1992-01-01 00:00:00,13.23,8.99
France,1993-01-01 00:00:00,12.63,9.13
France,1994-01-01 00:00:00,12.57,8.88
France,1995-01-01 00:00:00,12.84,9.04
France,1996-01-01 00:00:00,12.87,9.07
France,1997-01-01 00:00:00,12.69,8.94
France,1998-01-01 00:00:00,12.83,8.96
France,1999-01-01 00:00:00,12.88,9.04
France,2000-01-01 00:00:00,13.3,8.94
France,2001-01-01 00:00:00,13.16,8.78
France,2002-01-01 00:00:00,12.94,8.79
France,2003-01-01 00:00:00,12.86,8.98
France,2004-01-01 00:00:00,12.89,8.29
France,2005-01-01 00:00:00,12.91,8.53
France,2006-01-01 00:00:00,13.19,8.3
France,2007-01-01 00:00:00,12.93,8.32
France,2008-01-01 00:00:00,13.01,8.45
France,2009-01-01 00:00:00,12.89,8.5
France,2010-01-01 00:00:00,12.95,8.41
France,2011-01-01 00:00:00,12.83,8.74
France,2012-01-01 00:00:00,12.72,8.85
France,2013-01-01 00:00:00,12.6,8.96
France,2014-01-01 00:00:00,12.49,9.06
France,2015-01-01 00:00:00,12.38,9.16
France,2016-01-01 00:00:00,12.28,9.25
France,2017-01-01 00:00:00,12.17,9.34
France,2018-01-01 00:00:00,12.07,9.42
France,2019-01-01 00:00:00,11.98,9.5
France,2020-01-01 00:00:00,11.89,9.57
France,2021-01-01 00:00:00,11.78,9.65
France,2022-01-01 00:00:00,11.67,9.73
France,2023-01-01 00:00:00,11.58,9.8
France,2024-01-01 00:00:00,11.5,9.86
France,2025-01-01 00:00:00,11.42,9.93
France,2026-01-01 00:00:00,11.34,10.01
France,2027-01-01 00:00:00,11.25,10.1
France,2028-01-01 00:00:00,11.18,10.19
France,2029-01-01 00:00:00,11.13,10.29
France,2030-01-01 00:00:00,11.07,10.39
France,2031-01-01 00:00:00,11.0,10.51
France,2032-01-01 00:00:00,10.95,10.64
France,2033-01-01 00:00:00,10.9,10.76
France,2034-01-01 00:00:00,10.85,10.9
France,2035-01-01 00:00:00,10.79,11.04
France,2036-01-01 00:00:00,10.73,11.19
France,2037-01-01 00:00:00,10.67,11.34
France,2038-01-01 00:00:00,10.62,11.48
France,2039-01-01 00:00:00,10.56,11.62
France,2040-01-01 00:00:00,10.49,11.75
France,2041-01-01 00:00:00,10.44,11.87
France,2042-01-01 00:00:00,10.38,11.99
France,2043-01-01 00:00:00,10.32,12.09
France,2044-01-01 00:00:00,10.26,12.19
France,2045-01-01 00:00:00,10.2,12.27
France,2046-01-01 00:00:00,10.16,12.36
France,2047-01-01 00:00:00,10.12,12.44
France,2048-01-01 00:00:00,10.09,12.5
France,2049-01-01 00:00:00,10.05,12.56
France,2050-01-01 00:00:00,10.0,12.6
Greece,1991-01-01 00:00:00,10.01,9.32
Greece,1992-01-01 00:00:00,10.08,9.51
Greece,1993-01-01 00:00:00,9.8,9.38
Greece,1994-01-01 00:00:00,9.95,9.38
Greece,1995-01-01 00:00:00,9.71,9.58
Greece,1996-01-01 00:00:00,9.61,9.61
Greece,1997-01-01 00:00:00,9.72,9.5
Greece,1998-01-01 00:00:00,9.59,9.76
Greece,1999-01-01 00:00:00,9.55,9.8
Greece,2000-01-01 00:00:00,9.62,9.87
Greece,2001-01-01 00:00:00,9.67,9.92
Greece,2002-01-01 00:00:00,9.71,9.97
Greece,2003-01-01 00:00:00,9.73,10.02
Greece,2004-01-01 00:00:00,9.73,10.08
Greece,2005-01-01 00:00:00,9.72,10.15
Greece,2006-01-01 00:00:00,9.68,10.24
Greece,2007-01-01 00:00:00,9.62,10.33
Greece,2008-01-01 00:00:00,9.54,10.42
Greece,2009-01-01 00:00:00,9.45,10.51
Greece,2010-01-01 00:00:00,9.34,10.6
Greece,2011-01-01 00:00:00,9.21,10.7
Greece,2012-01-01 00:00:00,9.08,10.8
Greece,2013-01-01 00:00:00,8.94,10.9
Greece,2014-01-01 00:00:00,8.8,11.0
Greece,2015-01-01 00:00:00,8.66,11.09
Greece,2016-01-01 00:00:00,8.53,11.19
Greece,2017-01-01 00:00:00,8.42,11.29
Greece,2018-01-01 00:00:00,8.32,11.38
Greece,2019-01-01 00:00:00,8.23,11.47
Greece,2020-01-01 00:00:00,8.16,11.55
Greece,2021-01-01 00:00:00,8.11,11.64
Greece,2022-01-01 00:00:00,8.08,11.72
Greece,2023-01-01 00:00:00,8.06,11.79
Greece,2024-01-01 00:00:00,8.06,11.87
Greece,2025-01-01 00:00:00,8.07,11.94
Greece,2026-01-01 00:00:00,8.09,12.02
Greece,2027-01-01 00:00:00,8.12,12.11
Greece,2028-01-01 00:00:00,8.16,12.19
Greece,2029-01-01 00:00:00,8.2,12.27
Greece,2030-01-01 00:00:00,8.24,12.35
Greece,2031-01-01 00:00:00,8.29,12.45
Greece,2032-01-01 00:00:00,8.33,12.54
Greece,2033-01-01 00:00:00,8.38,12.64
Greece,2034-01-01 00:00:00,8.42,12.74
Greece,2035-01-01 00:00:00,8.45,12.85
Greece,2036-01-01 00:00:00,8.48,12.97
Greece,2037-01-01 00:00:00,8.5,13.1
Greece,2038-01-01 00:00:00,8.51,13.22
Greece,2039-01-01 00:00:00,8.52,13.35
Greece,2040-01-01 00:00:00,8.52,13.48
Greece,2041-01-01 00:00:00,8.52,13.62
Greece,2042-01-01 00:00:00,8.51,13.77
Greece,2043-01-01 00:00:00,8.51,13.91
Greece,2044-01-01 00:00:00,8.5,14.05
Greece,2045-01-01 00:00:00,8.5,14.2
Greece,2046-01-01 00:00:00,8.5,14.35
Greece,2047-01-01 00:00:00,8.51,14.5
Greece,2048-01-01 00:00:00,8.52,14.65
Greece,2049-01-01 00:00:00,8.54,14.78
Greece,2050-01-01 00:00:00,8.57,14.91
Guyana,1980-01-01 00:00:00,30.62,8.26
Guyana,1981-01-01 00:00:00,29.39,8.22
Guyana,1982-01-01 00:00:00,28.04,8.11
Guyana,1983-01-01 00:00:00,27.41,8.01
Guyana,1984-01-01 00:00:00,26.71,7.93
Guyana,1985-01-01 00:00:00,27.24,7.88
Guyana,1986-01-01 00:00:00,27.74,7.9
Guyana,1987-01-01 00:00:00,26.95,7.88
Guyana,1988-01-01 00:00:00,26.16,7.83
Guyana,1989-01-01 00:00:00,26.59,7.82
Guyana,1990-01-01 00:00:00,26.99,7.87
Guyana,1991-01-01 00:00:00,27.22,7.96
